CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
0.0,9.0,295.0,5.0,0.0,2.0,1.0,55.0,2.0,14.0,0.0,4.0,2.0,16.0,89.0,1.0,16.0,39.0,42.0,0.0,3.0,9.0,16.0,100.0,39.0,28.0,34.0,174.0,73.0,0.51,32.0,107.0,5.0,67.0,0.0,16.0,3.0,48.0,3.0,1.0,3.0,1.0,16.0,6.875,1.0,9.0,3.6875,1.0,8.0,2.875,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,295.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,5.0,138.0,3.0,0.0,1.0,1.0,14.0,1.0,8.0,0.0,3.0,1.0,10.0,52.0,1.0,10.0,13.0,32.0,0.0,1.0,4.0,10.0,30.0,13.0,12.0,24.0,70.0,21.0,0.74,16.0,45.0,3.0,31.0,0.0,10.0,1.0,55.0,4.0,0.0,2.0,1.0,6.0,2.5,0.0,5.0,2.9,1.0,3.0,1.3,1.0,1.0,0.333333333333333,0.0,1.0,1.0,1.0,0.0,138.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,11.0,164.0,5.0,0.0,1.0,2.0,23.0,3.0,13.0,0.0,1.0,3.0,8.0,36.0,1.0,8.0,23.0,45.0,0.0,2.0,5.0,7.0,62.0,23.0,10.0,36.0,116.0,38.0,0.31,12.0,74.0,5.0,50.0,0.0,8.0,3.0,46.0,2.0,0.0,5.0,1.0,10.0,5.75,3.0,10.0,6.0,4.0,7.0,3.125,1.0,3.0,1.9,0.0,1.0,1.0,1.0,0.0,164.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,3.0,39.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,20.0,1.0,3.0,3.0,7.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,7.0,14.0,3.0,1.43,5.0,10.0,1.0,6.0,0.0,3.0,1.0,100.0,3.0,0.0,0.0,1.0,7.0,3.0,0.0,3.0,2.33333333333333,2.0,1.0,1.0,1.0,4.0,0.666666666666667,0.0,1.0,1.0,1.0,0.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,5.0,53.0,2.0,0.0,1.0,1.0,3.0,2.0,6.0,1.0,0.0,2.0,2.0,22.0,1.0,2.0,3.0,17.0,0.0,0.0,2.0,2.0,8.0,3.0,2.0,12.0,27.0,4.0,0.81,4.0,16.0,2.0,12.0,0.0,1.0,2.0,50.0,2.0,0.0,3.0,1.0,4.0,2.5,1.0,3.0,2.0,1.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,6.0,59.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,20.0,280.0,16.0,0.0,2.0,1.0,45.0,6.0,26.0,1.0,5.0,5.0,8.0,63.0,2.0,8.0,43.0,57.0,0.0,3.0,16.0,7.0,126.0,44.0,13.0,53.0,202.0,89.0,0.31,17.0,142.0,16.0,96.0,0.0,7.0,6.0,41.0,1.0,0.0,4.0,2.0,11.0,4.75,2.0,14.0,5.5,1.0,374.0,70.75,1.0,4.0,1.90909090909091,0.0,1.0,1.0,1.0,0.0,280.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
5.0,6.0,280.0,12.0,3.0,1.0,5.0,46.0,2.0,6.0,8.0,0.0,2.0,18.0,33.0,6.0,24.0,45.0,101.0,0.0,15.0,12.0,16.0,100.0,45.0,29.0,83.0,216.0,63.0,0.15,33.0,146.0,12.0,104.0,0.0,16.0,2.0,95.0,2.0,0.0,2.0,2.0,9.0,2.29166666666667,0.0,16.0,3.04166666666667,1.0,126.0,6.91666666666667,0.0,3.0,0.5625,0.0,1.0,1.0,1.0,0.0,280.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,6.0,114.0,3.0,1.0,1.0,0.0,18.0,1.0,6.0,0.0,0.0,1.0,10.0,22.0,1.0,10.0,14.0,31.0,0.0,3.0,7.0,9.0,38.0,14.0,10.0,27.0,78.0,24.0,0.28,14.0,51.0,3.0,37.0,0.0,10.0,2.0,40.0,1.0,0.0,2.0,2.0,10.0,3.8,1.0,7.0,2.9,1.0,2.0,1.3,1.0,3.0,0.615384615384615,0.0,1.0,1.0,1.0,0.0,114.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,43.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,4.0,1.0,2.0,29.0,1.0,2.0,2.0,8.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,7.0,9.0,0.0,3.22,5.0,7.0,1.0,6.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,43.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,4.0,156.0,4.0,5.0,1.0,2.0,29.0,1.0,4.0,0.0,0.0,1.0,19.0,20.0,1.0,19.0,24.0,44.0,0.0,5.0,8.0,14.0,48.0,24.0,21.0,37.0,112.0,38.0,0.18,24.0,75.0,4.0,51.0,0.0,19.0,2.0,73.0,2.0,0.0,0.0,1.0,7.0,2.52631578947368,1.0,9.0,2.26315789473684,1.0,3.0,1.21052631578947,1.0,1.0,0.238095238095238,0.0,1.0,1.0,1.0,0.0,156.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,8.0,330.0,6.0,5.0,1.0,2.0,46.0,2.0,10.0,1.0,0.0,2.0,21.0,53.0,2.0,21.0,45.0,88.0,1.0,14.0,7.0,15.0,121.0,45.0,21.0,74.0,235.0,92.0,0.23,43.0,166.0,6.0,119.0,0.0,20.0,2.0,80.0,2.0,0.0,7.0,2.0,9.0,4.47619047619048,0.0,13.0,5.14285714285714,1.0,10.0,2.47619047619048,1.0,3.0,1.0,0.0,2.0,2.0,2.0,4.0,330.0,1.0,0.5,0.0,1.0,2.0,0.0,2.0
0.0,7.0,47.0,4.0,0.0,3.0,0.0,6.0,3.0,7.0,0.0,0.0,3.0,2.0,17.0,1.0,2.0,5.0,12.0,0.0,0.0,5.0,2.0,6.0,5.0,5.0,10.0,24.0,5.0,0.71,6.0,15.0,4.0,8.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.5,0.0,4.0,2.5,1.0,4.0,2.5,1.0,3.0,2.25,0.0,1.0,1.0,1.0,0.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,11.0,108.0,5.0,0.0,1.0,2.0,12.0,3.0,12.0,0.0,0.0,3.0,4.0,22.0,1.0,4.0,12.0,36.0,0.0,1.0,5.0,4.0,31.0,12.0,4.0,28.0,72.0,20.0,0.31,14.0,48.0,5.0,35.0,0.0,4.0,3.0,58.0,2.0,0.0,9.0,2.0,3.0,1.5,0.0,8.0,4.75,2.0,12.0,4.75,1.0,3.0,1.83333333333333,0.0,1.0,1.0,1.0,0.0,108.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,14.0,183.0,7.0,0.0,1.0,1.0,26.0,3.0,18.0,5.0,3.0,3.0,8.0,50.0,4.0,8.0,26.0,40.0,0.0,0.0,7.0,7.0,72.0,26.0,8.0,31.0,121.0,37.0,0.41,12.0,68.0,7.0,50.0,0.0,3.0,3.0,40.0,1.0,0.0,3.0,2.0,7.0,4.0,1.0,8.0,4.5,2.0,8.0,3.125,1.0,1.0,0.461538461538462,0.0,1.0,1.0,1.0,0.0,183.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2.0,12.0,212.0,5.0,0.0,2.0,3.0,35.0,3.0,12.0,0.0,0.0,3.0,12.0,26.0,1.0,12.0,33.0,58.0,0.0,3.0,6.0,10.0,101.0,33.0,19.0,48.0,167.0,59.0,0.16,19.0,107.0,5.0,76.0,0.0,12.0,3.0,68.0,2.0,0.0,6.0,1.0,9.0,5.66666666666667,2.0,9.0,5.66666666666667,1.0,5.0,2.75,1.0,3.0,1.64285714285714,0.0,1.0,1.0,1.0,0.0,212.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,9.0,41.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,8.0,16.0,6.0,1.31,4.0,14.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,21.0,176.0,2.0,0.0,1.0,10.0,11.0,2.0,23.0,2.0,1.0,2.0,7.0,26.0,5.0,7.0,11.0,67.0,0.0,0.0,2.0,7.0,83.0,11.0,7.0,68.0,134.0,45.0,0.19,16.0,113.0,2.0,99.0,0.0,5.0,2.0,50.0,1.0,0.0,10.0,2.0,9.0,4.71428571428571,1.0,16.0,10.5714285714286,1.0,2.0,1.57142857142857,1.0,1.0,0.538461538461538,0.0,2.0,2.0,2.0,7.0,177.0,0.960227272727273,0.5,0.0,1.0,2.0,1.0,0.0
4.0,14.0,1199.0,6.0,0.0,1.0,12.0,92.0,1.0,17.0,2.0,1.0,1.0,76.0,117.0,42.0,76.0,92.0,316.0,0.0,0.0,6.0,72.0,656.0,92.0,80.0,275.0,914.0,409.0,0.13,168.0,684.0,6.0,589.0,1.0,74.0,1.0,69.0,1.0,0.0,26.0,2.0,24.0,4.27631578947368,0.0,31.0,4.93421052631579,1.0,8.0,1.23684210526316,1.0,3.0,0.168067226890756,0.0,4.0,4.0,2.0,235.0,1215.0,0.804003336113428,0.75,0.0,2.0,2.0,0.0,3.0
0.0,21.0,316.0,3.0,0.0,1.0,8.0,11.0,1.0,25.0,2.0,1.0,1.0,9.0,30.0,2.0,9.0,11.0,82.0,0.0,1.0,3.0,9.0,177.0,11.0,9.0,73.0,243.0,116.0,0.12,43.0,189.0,3.0,175.0,3.0,7.0,1.0,55.0,1.0,0.0,12.0,2.0,8.0,4.66666666666667,1.0,20.0,7.55555555555556,1.0,3.0,1.22222222222222,1.0,2.0,0.5,0.0,2.0,2.0,2.0,20.0,325.0,0.936708860759494,0.5,0.0,2.0,2.0,0.0,0.0
0.0,15.0,155.0,1.0,0.0,1.0,6.0,5.0,1.0,18.0,2.0,1.0,1.0,5.0,26.0,2.0,5.0,5.0,35.0,0.0,1.0,1.0,5.0,77.0,5.0,5.0,33.0,112.0,39.0,0.23,17.0,72.0,1.0,66.0,1.0,3.0,1.0,55.0,1.0,0.0,8.0,2.0,5.0,2.6,1.0,7.0,3.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,161.0,0.941935483870968,0.5,0.0,2.0,2.0,0.0,0.0
0.0,8.0,148.0,3.0,0.0,1.0,2.0,11.0,1.0,9.0,2.0,0.0,1.0,9.0,22.0,4.0,9.0,11.0,67.0,0.0,0.0,3.0,9.0,49.0,11.0,9.0,58.0,111.0,26.0,0.2,15.0,84.0,3.0,72.0,0.0,7.0,1.0,25.0,2.0,1.0,12.0,2.0,2.0,1.11111111111111,0.0,12.0,5.33333333333333,1.0,4.0,1.33333333333333,1.0,1.0,0.214285714285714,0.0,2.0,2.0,2.0,3.0,149.0,0.97972972972973,0.5,0.0,1.0,2.0,1.0,0.0
1.0,24.0,255.0,9.0,0.0,3.0,6.0,19.0,3.0,31.0,3.0,3.0,3.0,6.0,42.0,2.0,6.0,17.0,62.0,0.0,1.0,11.0,5.0,123.0,17.0,15.0,59.0,181.0,96.0,0.23,32.0,155.0,9.0,134.0,3.0,3.0,3.0,54.0,1.0,0.0,8.0,2.0,6.0,3.33333333333333,1.0,22.0,7.0,1.0,49.0,9.5,1.0,3.0,1.33333333333333,0.0,2.0,2.0,2.0,8.0,259.0,0.968627450980392,0.5,0.0,1.0,2.0,1.0,0.0
0.0,15.0,154.0,3.0,0.0,1.0,2.0,10.0,3.0,16.0,2.0,1.0,3.0,4.0,61.0,2.0,4.0,10.0,45.0,2.0,2.0,3.0,2.0,46.0,10.0,4.0,42.0,85.0,29.0,0.72,8.0,71.0,3.0,58.0,0.0,2.0,3.0,100.0,2.0,0.0,6.0,1.0,7.0,4.5,2.0,11.0,8.25,6.0,3.0,2.25,2.0,5.0,1.875,1.0,0.0,0.0,0.0,0.0,0.0,0.993506493506494,0.0,0.0,1.0,0.0,1.0,0.0
0.0,15.0,148.0,4.0,0.0,1.0,1.0,8.0,3.0,24.0,2.0,7.0,3.0,3.0,62.0,2.0,3.0,8.0,40.0,0.0,2.0,4.0,3.0,36.0,8.0,3.0,36.0,70.0,20.0,0.89,16.0,56.0,4.0,47.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,6.0,4.66666666666667,3.0,10.0,7.66666666666667,6.0,5.0,2.66666666666667,1.0,1.0,0.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.817567567567568,0.0,0.0,2.0,0.0,0.0,0.0
0.0,68.0,315.0,18.0,0.0,4.0,0.0,23.0,8.0,84.0,0.0,7.0,8.0,3.0,48.0,0.0,0.0,23.0,33.0,0.0,0.0,18.0,0.0,157.0,23.0,14.0,33.0,215.0,161.0,0.22,43.0,194.0,18.0,171.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,8.33333333333333,6.0,43.0,16.6666666666667,3.0,1602.0,535.666666666667,2.0,3.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.784126984126984,0.0,0.0,2.0,0.0,0.0,0.0
6.0,25.0,346.0,15.0,1.0,2.0,2.0,29.0,4.0,33.0,1.0,2.0,4.0,8.0,61.0,1.0,8.0,29.0,63.0,0.0,1.0,15.0,1.0,162.0,29.0,12.0,69.0,231.0,134.0,0.26,55.0,203.0,15.0,166.0,5.0,7.0,4.0,75.0,1.0,0.0,9.0,1.0,7.0,3.5,1.0,45.0,9.5,1.0,2592.0,325.875,1.0,5.0,1.81818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.950867052023121,0.0,0.0,1.0,0.0,1.0,0.0
0.0,5.0,202.0,14.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,2.0,2.0,49.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,109.0,4.0,2.0,9.0,118.0,105.0,0.42,37.0,114.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,769.333333333333,2.0,3.0,1.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.693069306930693,0.0,0.0,2.0,0.0,0.0,0.0
0.0,37.0,89.0,3.0,0.0,1.0,0.0,3.0,3.0,50.0,1.0,2.0,3.0,1.0,21.0,1.0,1.0,3.0,31.0,0.0,0.0,3.0,1.0,33.0,3.0,1.0,32.0,54.0,20.0,0.39,14.0,52.0,3.0,47.0,11.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,22.0,22.0,22.0,4.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,28.0,21.0,0.96,14.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,42.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,4.0,1.0,2.0,36.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,9.0,2.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,26.0,0.0,0.0,50.0,25.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,8.0,1.6,0.0,1.0,1.0,1.0,3.0,0.0,0.534883720930233,1.0,0.0,2.0,1.0,0.0,0.0
2.0,12.0,615.0,7.0,2.0,1.0,0.0,82.0,2.0,12.0,4.0,0.0,2.0,34.0,106.0,2.0,34.0,81.0,139.0,4.0,6.0,8.0,26.0,306.0,81.0,46.0,138.0,456.0,195.0,0.23,53.0,333.0,7.0,254.0,0.0,30.0,2.0,82.0,1.0,0.0,13.0,2.0,10.0,5.02941176470588,1.0,13.0,4.79411764705882,1.0,12.0,2.52941176470588,1.0,3.0,1.05263157894737,0.0,1.0,1.0,1.0,2.0,0.0,0.882926829268293,1.0,0.0,2.0,1.0,2.0,0.0
0.0,19.0,413.0,9.0,0.0,1.0,0.0,68.0,4.0,20.0,15.0,0.0,4.0,15.0,41.0,1.0,15.0,63.0,93.0,0.0,0.0,11.0,15.0,221.0,63.0,15.0,104.0,338.0,167.0,0.12,34.0,271.0,9.0,197.0,0.0,0.0,5.0,0.0,1.0,0.0,16.0,1.0,16.0,9.93333333333333,4.0,16.0,9.0,4.0,128.0,25.7333333333333,1.0,3.0,1.82352941176471,0.0,1.0,1.0,1.0,2.0,0.0,0.924939467312349,1.0,0.0,2.0,1.0,0.0,0.0
3.0,10.0,707.0,11.0,5.0,2.0,3.0,89.0,3.0,18.0,0.0,7.0,3.0,30.0,324.0,3.0,30.0,80.0,107.0,0.0,10.0,15.0,22.0,193.0,80.0,45.0,87.0,342.0,128.0,0.95,41.0,215.0,11.0,145.0,0.0,30.0,3.0,86.0,1.0,0.0,15.0,2.0,17.0,5.43333333333333,0.0,11.0,3.86666666666667,0.0,11.0,2.83333333333333,1.0,3.0,0.885714285714286,0.0,11.0,11.0,2.0,73.0,41.0,0.915134370579915,0.636363636363636,0.0,2.0,2.0,2.0,5.0
5.0,7.0,321.0,3.0,5.0,1.0,1.0,23.0,1.0,13.0,19.0,5.0,1.0,19.0,133.0,1.0,19.0,23.0,78.0,0.0,0.0,3.0,9.0,78.0,23.0,19.0,52.0,166.0,52.0,0.8,22.0,104.0,3.0,77.0,0.0,0.0,1.0,57.0,1.0,0.0,13.0,1.0,9.0,5.15789473684211,3.0,11.0,4.36842105263158,1.0,2.0,1.15789473684211,1.0,1.0,0.380952380952381,0.0,2.0,2.0,1.0,6.0,3.0,0.934579439252336,1.0,0.0,2.0,1.0,0.0,0.0
0.0,8.0,275.0,5.0,8.0,2.0,1.0,39.0,2.0,13.0,13.0,4.0,2.0,15.0,101.0,2.0,15.0,32.0,67.0,0.0,2.0,6.0,7.0,85.0,32.0,25.0,55.0,155.0,67.0,0.65,19.0,122.0,5.0,89.0,0.0,2.0,3.0,69.0,1.0,0.0,14.0,2.0,8.0,5.0,2.0,23.0,5.06666666666667,2.0,5.0,2.06666666666667,1.0,1.0,0.611111111111111,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
4.0,9.0,762.0,9.0,15.0,1.0,2.0,114.0,2.0,15.0,33.0,5.0,2.0,45.0,298.0,9.0,45.0,94.0,176.0,0.0,4.0,13.0,26.0,223.0,94.0,62.0,127.0,418.0,155.0,0.71,47.0,282.0,9.0,188.0,0.0,12.0,3.0,98.0,2.0,7.0,19.0,2.0,20.0,5.02222222222222,1.0,11.0,3.91111111111111,0.0,16.0,2.31111111111111,1.0,3.0,0.642857142857143,0.0,4.0,4.0,2.0,9.0,89.0,0.901574803149606,0.75,0.0,1.0,2.0,3.0,0.0
